room_type,person_capacity,bedrooms,lng,lat,City,realSum,metro_dist,attr_index_norm,rest_index_norm,host_is_superhost,biz,cleanliness_rating,guest_satisfaction_overall,dist,Crime Index,Safety Index,geo_id,lng_lat_count,dup_rank_within_pair
Private room,2.0,1,-9.136,38.711,lisbon,138.95403377110694,0.3512511804123178,15.175037428490278,53.74305292010839,False,1,10.0,91.0,0.3503604479529782,29.17,70.83,-9.136_38.711,3,2
Private room,2.0,1,-9.136,38.711,lisbon,180.6988742964353,0.3512716962308008,15.175110110051222,53.74206183857769,True,0,10.0,94.0,0.350361398955982,29.17,70.83,-9.136_38.711,3,3
Entire home/apt,2.0,1,-9.135,38.713,lisbon,225.96153846153845,0.3589110557876512,17.830995234008746,46.51256606293707,False,0,9.0,87.0,0.4085451773758997,29.17,70.83,-9.135_38.713,3,1
Entire home/apt,4.0,2,-9.135,38.713,lisbon,384.1463414634146,0.3589062154392248,17.83928779916976,41.22296553260383,False,0,10.0,100.0,0.4085371752646832,29.17,70.83,-9.135_38.713,3,2
Entire home/apt,6.0,4,-9.135,38.713,lisbon,305.5816135084428,0.3588899550396933,17.838952917182343,41.2241697878798,True,1,10.0,94.0,0.4085186153757616,29.17,70.83,-9.135_38.713,3,3
Entire home/apt,2.0,0,-9.135,38.714,lisbon,226.07879924953096,0.3166110085399306,15.770267335788168,43.43806480434115,False,1,10.0,94.0,0.4412508970829815,29.17,70.83,-9.135_38.714,3,1
Entire home/apt,2.0,0,-9.135,38.714,lisbon,237.57035647279548,0.3166014311145196,15.770027023739113,43.43786554287939,True,0,10.0,94.0,0.4412710645457039,29.17,70.83,-9.135_38.714,3,2
Entire home/apt,4.0,1,-9.135,38.714,lisbon,210.2485928705441,0.3166113446112481,15.770221598132832,43.4376775321885,False,0,8.0,80.0,0.4412619079504403,29.17,70.83,-9.135_38.714,3,3
Entire home/apt,2.0,1,-9.133,38.719,lisbon,274.390243902439,0.3386768346610672,11.67006361558295,32.295371448819196,False,0,9.0,96.0,0.934534659251958,29.17,70.83,-9.133_38.719,3,1
Entire home/apt,3.0,1,-9.133,38.719,lisbon,228.42401500938084,0.338652457471168,11.677552474918857,25.699737190956363,False,0,9.0,86.0,0.9345117739755512,29.17,70.83,-9.133_38.719,3,2
Entire home/apt,4.0,2,-9.133,38.719,lisbon,251.8761726078799,0.3386763209109658,11.681558645910767,25.6992694528314,False,0,10.0,87.0,0.93453622416494,29.17,70.83,-9.133_38.719,3,3
Entire home/apt,2.0,1,-9.133,38.724,lisbon,196.6463414634146,0.2846490702963203,5.433704258261802,24.233670636798973,False,1,10.0,93.0,1.4132945683811655,29.17,70.83,-9.133_38.724,3,1
Entire home/apt,3.0,1,-9.133,38.724,lisbon,194.41838649155724,0.2846558227353031,5.433645086659522,24.23349909916956,False,1,10.0,93.0,1.4132972074275008,29.17,70.83,-9.133_38.724,3,2
Entire home/apt,4.0,2,-9.133,38.724,lisbon,207.0825515947467,0.284637562432821,5.433777358516448,24.23421528597576,False,1,10.0,96.0,1.413286068576289,29.17,70.83,-9.133_38.724,3,3
Entire home/apt,3.0,1,-9.132,38.713,lisbon,177.0637898686679,0.5303704225621543,17.712860892584825,43.598142566459146,False,0,10.0,92.0,0.6670293644872357,29.17,70.83,-9.132_38.713,3,1
Entire home/apt,4.0,1,-9.132,38.713,lisbon,263.25046904315195,0.5303651685712822,17.72214174699336,39.146203644381885,False,1,10.0,95.0,0.6670204220363535,29.17,70.83,-9.132_38.713,3,2
Entire home/apt,6.0,2,-9.132,38.713,lisbon,327.04033771106936,0.5303569177906045,17.721410106090097,39.14568299313361,False,0,9.0,93.0,0.6670291637732783,29.17,70.83,-9.132_38.713,3,3
Private room,2.0,1,-9.132,38.721,lisbon,126.5746448673278,0.3037818451635168,6.629178855677478,24.395326096155017,False,1,10.0,90.0,1.164838550432009,29.17,70.83,-9.132_38.721,3,1
Private room,3.0,1,-9.132,38.721,lisbon,134.9906191369606,0.3037826537220536,6.629834063653028,23.84046764279919,False,1,10.0,92.0,1.1648388409079324,29.17,70.83,-9.132_38.721,3,2
Private room,4.0,1,-9.132,38.721,lisbon,131.9183864915572,0.3037876880014029,6.629213485683722,24.39537286994806,False,1,9.0,89.0,1.1648512737269887,29.17,70.83,-9.132_38.721,3,3
Entire home/apt,4.0,1,-9.131,38.714,lisbon,256.6838649155722,0.5133249244874427,12.767668405844722,34.06331793491182,False,1,9.0,93.0,0.7717837978837515,29.17,70.83,-9.131_38.714,3,1
Entire home/apt,4.0,2,-9.131,38.714,lisbon,316.3696060037523,0.5133276996998141,12.767748771357326,34.06304726940909,False,0,9.0,93.0,0.7717697183470843,29.17,70.83,-9.131_38.714,3,2
Entire home/apt,5.0,2,-9.131,38.714,lisbon,327.04033771106936,0.513334048301893,12.761480948492013,38.4355761449593,False,1,9.0,98.0,0.7718038437812637,29.17,70.83,-9.131_38.714,3,3
Entire home/apt,6.0,3,-9.131,38.73,lisbon,248.47560975609755,0.4933408728035159,3.956926742564864,15.586068017938452,True,0,10.0,100.0,2.095155396651984,29.17,70.83,-9.131_38.73,3,1
Private room,6.0,3,-9.131,38.73,lisbon,227.0168855534709,0.4933454543190571,3.956915822978496,15.585989082327972,True,0,10.0,99.0,2.0951606914244496,29.17,70.83,-9.131_38.73,3,2
Shared room,3.0,1,-9.131,38.73,lisbon,85.71763602251407,0.4933460025876677,3.956920118447684,15.58601198084486,False,0,8.0,80.0,2.0951598768967217,29.17,70.83,-9.131_38.73,3,3
Entire home/apt,2.0,0,-9.13,38.712,lisbon,209.7795497185741,0.5621086260164767,14.470189959277835,39.62417256506086,True,1,10.0,95.0,0.8382695623806459,29.17,70.83,-9.13_38.712,3,1
Entire home/apt,2.0,1,-9.13,38.712,lisbon,224.08536585365852,0.562117894184246,14.470519861314894,39.62475280480752,False,1,10.0,93.0,0.838282365554316,29.17,70.83,-9.13_38.712,3,2
Entire home/apt,4.0,2,-9.13,38.712,lisbon,224.437148217636,0.5621456101903435,14.464723448279612,44.132983617419065,True,0,10.0,95.0,0.838238150598936,29.17,70.83,-9.13_38.712,3,3
Entire home/apt,2.0,1,-9.13,38.714,lisbon,216.5806754221388,0.5717645419723307,11.611782069544564,35.871669073225604,False,1,10.0,90.0,0.8565448297383875,29.17,70.83,-9.13_38.714,3,1
Entire home/apt,3.0,1,-9.13,38.714,lisbon,216.8151969981238,0.571775925685599,11.611769953213573,35.87196503529353,False,1,10.0,80.0,0.8565236646899338,29.17,70.83,-9.13_38.714,3,2
Entire home/apt,4.0,1,-9.13,38.714,lisbon,249.17917448405257,0.5717598401936941,11.6117681766765,35.8714388926733,False,1,10.0,92.0,0.8565378432939194,29.17,70.83,-9.13_38.714,3,3
Entire home/apt,2.0,1,-9.129,38.712,lisbon,198.52251407129455,0.476399405491438,13.89888574075163,40.53951799699798,False,1,10.0,100.0,0.9250981774268804,29.17,70.83,-9.129_38.712,3,1
Entire home/apt,4.0,1,-9.129,38.712,lisbon,174.484052532833,0.4764066789078305,13.895424904390868,42.72070655689372,False,1,10.0,95.0,0.9251006614112748,29.17,70.83,-9.129_38.712,3,2
Entire home/apt,4.0,2,-9.129,38.712,lisbon,241.0881801125703,0.4764016276433782,13.902305847541031,38.35814134598659,True,1,10.0,93.0,0.925111301171318,29.17,70.83,-9.129_38.712,3,3
Entire home/apt,4.0,1,-9.128,38.714,lisbon,256.8011257035647,0.404952757864899,10.182605413839614,37.85410545660008,True,0,10.0,98.0,1.027154728117024,29.17,70.83,-9.128_38.714,3,1
Entire home/apt,6.0,2,-9.128,38.714,lisbon,314.4934333958724,0.4049586769647573,10.182675335691016,37.85523504637768,False,1,9.0,91.0,1.0271481995816034,29.17,70.83,-9.128_38.714,3,2
Private room,2.0,1,-9.128,38.714,lisbon,143.64446529080675,0.404945366476741,10.18727261552626,33.98631488635731,False,1,10.0,95.0,1.0271606661326995,29.17,70.83,-9.128_38.714,3,3
Entire home/apt,2.0,1,-9.127,38.712,lisbon,219.04315196998124,0.3070069699791706,12.66203651193682,31.011201407455353,True,1,10.0,97.0,1.0988534976613795,29.17,70.83,-9.127_38.712,3,1
Entire home/apt,4.0,1,-9.127,38.712,lisbon,245.3095684803002,0.3070179463296089,12.6508818039003,38.97130351704025,True,1,9.0,91.0,1.098846790408286,29.17,70.83,-9.127_38.712,3,2
Entire home/apt,5.0,2,-9.127,38.712,lisbon,360.4596622889306,0.3070096187666257,12.656465781865071,34.99139272329479,False,0,10.0,100.0,1.0988596748586434,29.17,70.83,-9.127_38.712,3,3
Entire home/apt,3.0,0,-9.124,38.715,lisbon,164.16510318949344,0.1703022060751516,7.323113318544777,23.20385363635952,False,1,9.0,89.0,1.3898415547347722,29.17,70.83,-9.124_38.715,3,1
Entire home/apt,3.0,1,-9.124,38.715,lisbon,197.07629768605375,0.1703011976257907,7.321963772578763,24.08359372799141,False,1,9.0,88.0,1.3898405836769898,29.17,70.83,-9.124_38.715,3,2
Entire home/apt,4.0,1,-9.124,38.715,lisbon,233.93527204502817,0.1702958798189884,7.323179955025118,23.204062828645668,False,1,9.0,90.0,1.3898332438995329,29.17,70.83,-9.124_38.715,3,3
Private room,3.0,1,-0.06,51.528,london,134.88087678449634,0.3203840388208869,17.09511390819253,9.678555283462488,False,1,7.0,76.0,5.172801486325587,53.29,46.71,-0.06_51.528,3,1
Private room,4.0,1,-0.06,51.528,london,188.3863684470472,0.3203882432440383,17.095165222977364,9.678594221273002,False,1,7.0,74.0,5.172783939298035,53.29,46.71,-0.06_51.528,3,2
Private room,6.0,1,-0.06,51.528,london,179.52758374687394,0.3203912591880408,17.094973263192678,9.679220299535626,False,1,8.0,81.0,5.172800626557539,53.29,46.71,-0.06_51.528,3,3
Entire home/apt,4.0,1,2.16,41.393,barcelona,469.6627644471338,0.192607976725449,19.875888868730808,29.431313651626603,True,1,10.0,90.0,1.0604038100162816,48.87,51.13,2.16_41.393,3,1
Entire home/apt,6.0,2,2.16,41.393,barcelona,951.1951032187492,0.1926094584686566,19.875967129849197,29.43148967753296,True,1,10.0,100.0,1.0603956402080046,48.87,51.13,2.16_41.393,3,2
Entire home/apt,6.0,3,2.16,41.393,barcelona,990.5276142155608,0.1926111949321327,19.87589895948335,29.43142538783986,True,1,10.0,92.0,1.0603882075025308,48.87,51.13,2.16_41.393,3,3
Private room,2.0,1,2.296,48.879,paris,243.4989281386895,0.2347649594657113,17.596612066648685,38.49722818061175,False,0,10.0,87.0,4.851661383206008,56.02,43.98,2.296_48.879,3,1
Private room,3.0,1,2.296,48.879,paris,303.6163668561842,0.2347700549442345,17.58672150493265,33.862798674888175,False,0,10.0,100.0,4.851667312508377,56.02,43.98,2.296_48.879,3,2
Private room,4.0,1,2.296,48.879,paris,329.4808463044086,0.2347568208962192,17.586862879951994,33.862834632302,False,0,9.0,93.0,4.851654191871986,56.02,43.98,2.296_48.879,3,3
Private room,2.0,1,2.3209999999999997,48.869,paris,356.7434057228074,0.265068035022287,27.38708838337159,53.27459495861029,False,1,10.0,88.0,2.7077730934108484,56.02,43.98,2.3209999999999997_48.869,3,1
Private room,3.0,1,2.3209999999999997,48.869,paris,428.5115108584211,0.2650490014202287,27.38720526130704,53.27516141583247,False,1,9.0,82.0,2.7077539007734335,56.02,43.98,2.3209999999999997_48.869,3,2
Private room,4.0,1,2.3209999999999997,48.869,paris,697.4088917886103,0.2650603965635005,27.387181609991984,53.27488670725269,False,1,10.0,92.0,2.7077633809973403,56.02,43.98,2.3209999999999997_48.869,3,3
Entire home/apt,4.0,1,2.354,48.868,paris,458.62848354925904,0.1916236710527154,21.0290551007862,56.74687338533309,False,1,9.0,81.0,1.2743077890263204,56.02,43.98,2.354_48.868,3,1
Entire home/apt,6.0,0,2.354,48.868,paris,628.90297325007,0.1916363426361999,21.017295083907143,49.91544229417428,False,1,9.0,87.0,1.2742817667929762,56.02,43.98,2.354_48.868,3,2
Entire home/apt,6.0,1,2.354,48.868,paris,594.4170006524373,0.1916186925564363,21.04077549246716,63.57811356615631,False,1,9.0,90.0,1.2742995190861257,56.02,43.98,2.354_48.868,3,3
Private room,2.0,1,2.408,48.868,paris,127.34863728322908,0.3993531176710817,8.118984038169128,20.45949581390911,False,1,8.0,82.0,4.247303411286039,56.02,43.98,2.408_48.868,3,1
Private room,3.0,1,2.408,48.868,paris,127.45829061422312,0.3993759169324987,8.114682747231925,18.124827257416076,False,1,8.0,82.0,4.247317079536242,56.02,43.98,2.408_48.868,3,2
Private room,4.0,1,2.408,48.868,paris,127.22527728586076,0.3993494087253679,8.123820366262665,23.085996310677466,False,1,8.0,85.0,4.247298567498201,56.02,43.98,2.408_48.868,3,3
Entire home/apt,4.0,1,12.449000000000002,41.905,rome,146.58780071540457,0.3043449059776822,11.385791927472852,19.165049253774704,False,0,10.0,94.0,4.442643671048951,53.11,46.89,12.449000000000002_41.905,3,1
Private room,3.0,1,12.449000000000002,41.905,rome,133.72922170528136,0.3043491085520248,11.386815567065424,19.158479280128866,False,1,8.0,86.0,4.442646635350965,53.11,46.89,12.449000000000002_41.905,3,2
Private room,4.0,1,12.449000000000002,41.905,rome,140.74299207443948,0.3043441531131768,11.384710243485133,19.17159417072763,False,1,9.0,89.0,4.442630910000883,53.11,46.89,12.449000000000002_41.905,3,3
Entire home/apt,2.0,1,12.453,41.907,rome,206.43864119888713,0.4597747397121666,24.912405442724825,25.52068826365818,True,0,10.0,99.0,4.14320982641094,53.11,46.89,12.453_41.907,3,1
Private room,2.0,1,12.453,41.907,rome,111.0513641783368,0.4597644750120555,24.90238129374955,25.537225962973853,False,1,9.0,93.0,4.14322073520528,53.11,46.89,12.453_41.907,3,2
Private room,4.0,1,12.453,41.907,rome,125.89717812638814,0.4597782604353279,24.90897511503875,25.52981461380356,False,1,9.0,93.0,4.143198296968064,53.11,46.89,12.453_41.907,3,3
Entire home/apt,2.0,1,12.455,41.913999999999994,rome,124.6113202253758,0.5831261454697085,8.007673840129005,19.71852594242416,False,1,10.0,90.0,4.183169072055706,53.11,46.89,12.455_41.913999999999994,3,1
Entire home/apt,3.0,1,12.455,41.913999999999994,rome,194.74902391695696,0.5831219031968943,8.006829118809115,19.72526782188542,True,0,9.0,95.0,4.183173166271355,53.11,46.89,12.455_41.913999999999994,3,2
Entire home/apt,3.0,1,12.455,41.913999999999994,rome,140.5091997288009,0.5831204011022275,8.006836570420885,19.7252764872309,True,0,10.0,96.0,4.1831763835919,53.11,46.89,12.455_41.913999999999994,3,3
Entire home/apt,2.0,1,12.457,41.909,rome,190.4238655226428,0.0735144954260862,11.342778026759664,29.868583503022546,True,0,10.0,99.0,3.8619305297333697,53.11,46.89,12.457_41.909,3,1
Entire home/apt,4.0,1,12.457,41.909,rome,155.0043251583943,0.0735329855055738,11.341622571141306,29.879726858245075,False,1,9.0,90.0,3.86194557906732,53.11,46.89,12.457_41.909,3,2
Entire home/apt,6.0,2,12.457,41.909,rome,312.11278142753605,0.0735128671343248,11.341435521336642,29.874611069135277,True,0,10.0,100.0,3.861933797168752,53.11,46.89,12.457_41.909,3,3
Entire home/apt,3.0,0,12.458,41.907,rome,164.82360367521568,0.2447287821335063,12.964185800704715,38.29948529746832,False,1,10.0,91.0,3.734538926038192,53.11,46.89,12.458_41.907,3,1
Entire home/apt,6.0,3,12.458,41.907,rome,324.97136043765926,0.2447449922791802,12.962896161673443,38.32392669141117,False,0,8.0,89.0,3.734521058633096,53.11,46.89,12.458_41.907,3,2
Private room,3.0,1,12.458,41.907,rome,175.34425922895284,0.2447473307931894,12.9629503409816,38.3239041968935,False,0,10.0,94.0,3.734525231594396,53.11,46.89,12.458_41.907,3,3
Entire home/apt,5.0,2,12.458,41.911,rome,253.6646950178851,0.2003655630403631,9.72748289177096,23.641370809204712,False,0,10.0,98.0,3.840363629982952,53.11,46.89,12.458_41.911,3,1
Private room,2.0,1,12.458,41.911,rome,152.19881701073106,0.2003733324318277,9.728487866551912,23.633242073660675,False,0,10.0,99.0,3.8403470730959617,53.11,46.89,12.458_41.911,3,2
Private room,3.0,1,12.458,41.911,rome,175.34425922895284,0.2003623890320276,9.727501853702382,23.641410784520804,False,0,10.0,96.0,3.840358758899939,53.11,46.89,12.458_41.911,3,3
Entire home/apt,3.0,0,12.46,41.904,rome,202.23037897739223,0.6047143357234183,14.199646349972184,32.94777482589921,True,0,10.0,96.0,3.5232528747299834,53.11,46.89,12.46_41.904,3,1
Entire home/apt,4.0,1,12.46,41.904,rome,256.93778785682554,0.6047252520634832,14.20260780571935,32.925150710108205,True,0,10.0,99.0,3.5232352269458542,53.11,46.89,12.46_41.904,3,2
Private room,2.0,1,12.46,41.904,rome,152.90019404764686,0.6047247028533348,14.201057026290629,32.93609671562131,False,1,8.0,80.0,3.5232393173585734,53.11,46.89,12.46_41.904,3,3
Entire home/apt,4.0,0,12.462,41.904,rome,173.0063357725668,0.6727519438806628,13.600653674055312,33.30926282606692,True,0,10.0,98.0,3.3581029842028127,53.11,46.89,12.462_41.904,3,1
Entire home/apt,4.0,2,12.462,41.904,rome,242.4426624272321,0.6727607644695085,13.602185021110488,33.29887824017473,False,0,10.0,92.0,3.3581162118806445,53.11,46.89,12.462_41.904,3,2
Entire home/apt,6.0,2,12.462,41.904,rome,360.507796974727,0.6727561978796268,13.600684194854118,33.30964604471227,True,0,10.0,96.0,3.358104577526555,53.11,46.89,12.462_41.904,3,3
Entire home/apt,4.0,1,12.464,41.91,rome,226.54478292380708,0.2557107566955661,10.389476177076892,27.86383308983048,True,0,10.0,100.0,3.332013448711475,53.11,46.89,12.464_41.91,3,1
Private room,2.0,1,12.464,41.91,rome,219.76480490028752,0.2557182492745026,10.388396444590006,27.87377332112596,True,1,10.0,100.0,3.332020209593408,53.11,46.89,12.464_41.91,3,2
Private room,3.0,1,12.464,41.91,rome,184.4621607088584,0.2556948174551446,10.390579065511696,27.85331058545257,True,1,10.0,99.0,3.332006515641313,53.11,46.89,12.464_41.91,3,3
Entire home/apt,3.0,1,12.466,41.898999999999994,rome,315.8534589577537,1.319843638048046,14.565943378597732,34.95820508830745,True,1,9.0,91.0,3.0154116768421177,53.11,46.89,12.466_41.898999999999994,3,1
Entire home/apt,4.0,1,12.466,41.898999999999994,rome,285.9280387160124,1.3198565878991788,14.567574601218054,34.94674984618311,False,1,9.0,91.0,3.0153860272459574,53.11,46.89,12.466_41.898999999999994,3,2
Entire home/apt,4.0,1,12.466,41.898999999999994,rome,219.29722020901033,1.3198441064016726,14.565852507232336,34.95777281817093,True,0,10.0,98.0,3.015422561322412,53.11,46.89,12.466_41.898999999999994,3,3
Private room,2.0,1,12.466,41.907,rome,121.1628831272064,0.5074590564189301,12.150144564931152,30.11987851775819,True,1,9.0,97.0,3.0841281169379418,53.11,46.89,12.466_41.907,3,1
Private room,3.0,1,12.466,41.907,rome,133.96301405091998,0.5074610054765257,12.150149895512442,30.11981821664185,True,1,10.0,98.0,3.0841201191828453,53.11,46.89,12.466_41.907,3,2
Private room,4.0,1,12.466,41.907,rome,143.31470787646413,0.5074810378448222,12.14895837434134,30.129959700378407,True,1,10.0,96.0,3.0841247357683916,53.11,46.89,12.466_41.907,3,3
Entire home/apt,3.0,1,12.466,41.908,rome,185.28043391859347,0.3965016801116942,11.58680387410086,29.680311760484045,True,1,9.0,92.0,3.110497543108706,53.11,46.89,12.466_41.908,3,1
Entire home/apt,6.0,2,12.466,41.908,rome,246.65092464872697,0.3965040780422134,11.588051329004696,29.67018206528892,True,1,9.0,86.0,3.1105144621746947,53.11,46.89,12.466_41.908,3,2
Private room,2.0,1,12.466,41.908,rome,158.74500268861198,0.3965116987508629,11.588070986388,29.670019628584622,False,0,10.0,100.0,3.110527921664809,53.11,46.89,12.466_41.908,3,3
Entire home/apt,2.0,1,12.467,41.887,rome,158.74500268861198,1.7859917015578883,10.457262824444712,31.59376260036744,False,1,9.0,89.0,3.3064944143528865,53.11,46.89,12.467_41.887,3,1
Entire home/apt,4.0,1,12.467,41.887,rome,306.73555747784815,1.7859915065045664,10.458270422199249,31.58225368534519,True,0,10.0,97.0,3.3065121826466273,53.11,46.89,12.467_41.887,3,2
Private room,2.0,1,12.467,41.887,rome,206.32174502606784,1.7859954151465836,10.45730448013006,31.59406261961578,False,0,8.0,86.0,3.306492146864454,53.11,46.89,12.467_41.887,3,3
Entire home/apt,3.0,2,12.468,41.897,rome,253.6646950178851,1.595955261428735,15.200292846288722,40.321529447583714,False,1,10.0,93.0,2.8746388627245714,53.11,46.89,12.468_41.897,3,1
Entire home/apt,4.0,1,12.468,41.897,rome,260.91225773268184,1.5959749196627515,15.2004610258305,40.322112002591425,True,0,10.0,100.0,2.874606588934496,53.11,46.89,12.468_41.897,3,2
Entire home/apt,5.0,2,12.468,41.897,rome,346.947840927688,1.5959628240090322,15.20184882052637,40.30751413798293,False,0,9.0,95.0,2.8746378150310217,53.11,46.89,12.468_41.897,3,3
Entire home/apt,4.0,1,12.469,41.898,rome,269.71843608506924,1.4886857004110254,16.894424442523178,44.97792803242066,True,0,10.0,95.0,2.7776283844704976,53.11,46.89,12.469_41.898,3,1
Entire home/apt,6.0,2,12.469,41.898,rome,276.57634489046825,1.4886756622352275,16.895816343013557,44.96837049273658,False,1,9.0,92.0,2.7776205124271547,53.11,46.89,12.469_41.898,3,2
Private room,2.0,1,12.469,41.898,rome,188.7288710167629,1.4886811687522206,16.893891581402563,44.98269686212148,False,1,9.0,89.0,2.7776229836771926,53.11,46.89,12.469_41.898,3,3
Private room,2.0,1,12.470999999999998,41.887,rome,161.5505108362752,1.4878965218807236,12.087068743297518,39.23089365044408,True,0,10.0,96.0,3.016718466319254,53.11,46.89,12.470999999999998_41.887,3,1
Private room,3.0,1,12.470999999999998,41.887,rome,165.9925654034087,1.4879240430455738,12.086960424854515,39.232497356016374,False,1,9.0,91.0,3.016725968207619,53.11,46.89,12.470999999999998_41.887,3,2
Private room,4.0,1,12.470999999999998,41.887,rome,160.3815491080822,1.4879239560400046,12.086928576410736,39.23147315643553,False,1,9.0,91.0,3.0167349134792145,53.11,46.89,12.470999999999998_41.887,3,3
Entire home/apt,2.0,0,12.470999999999998,41.891000000000005,rome,184.4621607088584,1.6385588810952691,13.679646625807171,56.32657899192678,False,0,9.0,82.0,2.815720691917305,53.11,46.89,12.470999999999998_41.891000000000005,3,1
Entire home/apt,4.0,1,12.470999999999998,41.891000000000005,rome,364.365370677764,1.6385493307890142,13.678212248808109,56.344574960731464,True,0,10.0,99.0,2.8157014795790953,53.11,46.89,12.470999999999998_41.891000000000005,3,2
Entire home/apt,6.0,2,12.470999999999998,41.891000000000005,rome,246.65092464872697,1.6385504758101206,13.678205619807327,56.34482374089036,False,1,9.0,88.0,2.815710282769698,53.11,46.89,12.470999999999998_41.891000000000005,3,3
Entire home/apt,4.0,1,12.470999999999998,41.893,rome,297.8514483435812,1.724705955595031,14.600308669458624,43.51319627653697,True,0,10.0,100.0,2.736806727171349,53.11,46.89,12.470999999999998_41.893,3,1
Private room,2.0,1,12.470999999999998,41.893,rome,230.51925279966332,1.7247052902484317,14.601894918784884,43.49841159977571,False,0,10.0,94.0,2.73680636206212,53.11,46.89,12.470999999999998_41.893,3,2
Private room,4.0,2,12.470999999999998,41.893,rome,230.51925279966332,1.7246964910426852,14.60203668292221,43.4981801024804,False,0,9.0,93.0,2.7367903078845037,53.11,46.89,12.470999999999998_41.893,3,3
Entire home/apt,2.0,1,12.470999999999998,41.907,rome,332.9203001893718,0.6415985784032074,13.049305041986765,32.02303421026622,False,0,9.0,87.0,2.681013763575883,53.11,46.89,12.470999999999998_41.907,3,1
Entire home/apt,4.0,1,12.470999999999998,41.907,rome,226.0187501461202,0.6416215889598483,13.050150110223544,32.017625690956805,True,1,10.0,96.0,2.680997701277335,53.11,46.89,12.470999999999998_41.907,3,2
Entire home/apt,5.0,2,12.470999999999998,41.907,rome,354.89678067940054,0.6416244164535962,13.04945010407234,32.022866662395835,False,0,8.0,85.0,2.680983602483358,53.11,46.89,12.470999999999998_41.907,3,3
Entire home/apt,2.0,1,12.472,41.893,rome,194.74902391695696,1.6422988386667383,15.066337622207636,43.349850467895834,False,0,9.0,94.0,2.6583141982948897,53.11,46.89,12.472_41.893,3,1
Entire home/apt,5.0,2,12.472,41.893,rome,459.7526476983143,1.64230738636623,15.066205097792457,43.34989514885919,False,1,10.0,93.0,2.6583140364431097,53.11,46.89,12.472_41.893,3,2
Entire home/apt,5.0,2,12.472,41.893,rome,328.4782456222383,1.6422963435848186,15.067882524246748,43.33518705144846,True,0,10.0,99.0,2.65830122073445,53.11,46.89,12.472_41.893,3,3
Entire home/apt,2.0,1,12.472,41.896,rome,239.63715427956888,1.4730381681727216,18.601384579788185,60.20518746441832,False,0,10.0,89.0,2.5679797785605696,53.11,46.89,12.472_41.896,3,1
Entire home/apt,4.0,1,12.472,41.896,rome,319.6876534262268,1.4730398038750154,18.60095524681682,60.2091328587636,False,1,9.0,92.0,2.5679720289609973,53.11,46.89,12.472_41.896,3,2
Entire home/apt,6.0,2,12.472,41.896,rome,514.1093680592897,1.4730392477803542,18.59939860358378,60.2274297020602,True,1,10.0,96.0,2.5679855304426793,53.11,46.89,12.472_41.896,3,3
Entire home/apt,4.0,1,12.472,41.898,rome,349.37928132232946,1.3050216500926566,24.09202071855103,71.56049472635243,True,0,10.0,96.0,2.530463017276682,53.11,46.89,12.472_41.898,3,1
Entire home/apt,5.0,2,12.472,41.898,rome,283.5901152596264,1.3050102664294665,24.096808913092875,71.5050011847567,False,0,10.0,93.0,2.5304627354096363,53.11,46.89,12.472_41.898,3,2
Entire home/apt,5.0,2,12.472,41.898,rome,206.20484885324856,1.3050202465174063,24.093802469271026,71.54613353189629,False,0,8.0,83.0,2.5304568953927893,53.11,46.89,12.472_41.898,3,3
Entire home/apt,4.0,1,12.472,41.901,rome,282.42115353143333,1.0899732301942533,20.234097850338227,44.55269720675909,False,0,10.0,96.0,2.510269000858808,53.11,46.89,12.472_41.901,3,1
Entire home/apt,6.0,2,12.472,41.901,rome,486.8725597923924,1.0899728665810793,20.231907037623557,44.56775589026124,False,0,8.0,83.0,2.510270529643008,53.11,46.89,12.472_41.901,3,2
Entire home/apt,6.0,3,12.472,41.901,rome,447.3616533794683,1.089978082303023,20.23190570461152,44.56757348316099,True,0,10.0,94.0,2.5102913237855957,53.11,46.89,12.472_41.901,3,3
Entire home/apt,4.0,1,12.473,41.895,rome,274.5891099525401,1.5155137253460464,17.721411864949385,49.22623676270379,True,0,10.0,95.0,2.5134292222127934,53.11,46.89,12.473_41.895,3,1
Entire home/apt,4.0,1,12.473,41.895,rome,230.51925279966332,1.5155136970922454,17.721411647242956,49.22531985057596,False,0,9.0,95.0,2.5134434458412813,53.11,46.89,12.473_41.895,3,2
Entire home/apt,6.0,2,12.473,41.895,rome,305.5665957496551,1.515510110042689,17.72146775720005,49.22665111174422,False,1,9.0,88.0,2.513442425493828,53.11,46.89,12.473_41.895,3,3
Entire home/apt,6.0,2,12.473,41.906000000000006,rome,317.0224206859467,0.8024795305336258,14.354496926271803,33.57579810046729,True,1,9.0,94.0,2.493100948812498,53.11,46.89,12.473_41.906000000000006,3,1
Private room,2.0,1,12.473,41.906000000000006,rome,140.74299207443948,0.8024526738236614,14.357316424086214,33.55353587104727,True,1,9.0,98.0,2.4931150605223795,53.11,46.89,12.473_41.906000000000006,3,2
Private room,3.0,1,12.473,41.906000000000006,rome,140.74299207443948,0.8024769474798258,14.357378489069998,33.553644602863386,True,1,10.0,98.0,2.493128399830866,53.11,46.89,12.473_41.906000000000006,3,3
Entire home/apt,6.0,2,12.475,41.882,rome,276.57634489046825,0.9262122397554128,10.25881341995585,27.178162381440742,True,1,9.0,94.0,3.083724088185501,53.11,46.89,12.475_41.882,3,1
