room_type,person_capacity,bedrooms,lng,lat,City,realSum,metro_dist,attr_index_norm,rest_index_norm,host_is_superhost,biz,cleanliness_rating,guest_satisfaction_overall,dist,Crime Index,Safety Index,geo_id,lng_lat_count,dup_rank_within_pair
Entire home/apt,2.0,0,-9.13,38.711,lisbon,143.29268292682926,0.5894536095957985,13.513171724581422,45.32537277591835,False,1,8.0,80.0,0.8509622692553526,29.17,70.83,-9.13_38.711,7,1
Entire home/apt,2.0,1,-9.13,38.711,lisbon,199.343339587242,0.589452981550874,13.518188425951433,41.62242837225773,False,1,8.0,92.0,0.8509664056120564,29.17,70.83,-9.13_38.711,7,2
Entire home/apt,3.0,1,-9.13,38.711,lisbon,268.8789868667917,0.5894577887336265,13.519438741925518,40.69668550198075,False,1,8.0,86.0,0.8509550858220751,29.17,70.83,-9.13_38.711,7,3
Entire home/apt,4.0,1,-9.13,38.711,lisbon,216.36960600375232,0.5894528588512391,13.52077355849723,39.77097332132782,False,1,9.0,89.0,0.8509777965987042,29.17,70.83,-9.13_38.711,7,4
Entire home/apt,5.0,1,-9.13,38.711,lisbon,237.57035647279548,0.5894632325787375,13.51939458139386,40.69666935156495,False,1,9.0,86.0,0.8509449811295176,29.17,70.83,-9.13_38.711,7,5
Private room,2.0,1,-9.13,38.711,lisbon,159.7091932457786,0.589456339895957,13.519423088592536,40.69668935838842,False,1,9.0,90.0,0.8509595445051277,29.17,70.83,-9.13_38.711,7,6
Private room,4.0,1,-9.13,38.711,lisbon,125.93808630393995,0.5894618659809062,13.513052475146113,45.325330524755536,False,1,9.0,89.0,0.8509579371159894,29.17,70.83,-9.13_38.711,7,7
Entire home/apt,2.0,1,12.47,41.891000000000005,rome,184.4621607088584,1.712729286497798,13.327285753384846,63.77728530891642,False,0,9.0,90.0,2.892350225509031,53.11,46.89,12.47_41.891000000000005,7,1
Entire home/apt,3.0,1,12.47,41.891000000000005,rome,224.67444415869824,1.7127177761429766,13.327374411864588,63.77493319734791,True,0,10.0,96.0,2.89233437424103,53.11,46.89,12.47_41.891000000000005,7,2
Entire home/apt,4.0,1,12.47,41.891000000000005,rome,189.60559231290767,1.7127226368312083,13.324518675713271,63.81814050576151,False,1,9.0,88.0,2.8923323776026204,53.11,46.89,12.47_41.891000000000005,7,3
Entire home/apt,4.0,1,12.47,41.891000000000005,rome,234.43527458910995,1.7127212300945869,13.325929258003862,63.79698064833377,True,0,9.0,93.0,2.892328211038747,53.11,46.89,12.47_41.891000000000005,7,4
Entire home/apt,5.0,1,12.47,41.891000000000005,rome,138.28817244523412,1.7127377968308903,13.325860906855745,63.79889477339757,False,1,8.0,84.0,2.8923397549197993,53.11,46.89,12.47_41.891000000000005,7,5
Entire home/apt,5.0,2,12.47,41.891000000000005,rome,168.5642812054333,1.7127259255988108,13.325877113103395,63.79833758372708,False,1,8.0,86.0,2.8923390272618192,53.11,46.89,12.47_41.891000000000005,7,6
Entire home/apt,6.0,3,12.47,41.891000000000005,rome,230.7530451453019,1.7127243619259196,13.32588675352802,63.798077442146536,False,1,10.0,95.0,2.8923448618556367,53.11,46.89,12.47_41.891000000000005,7,7
Entire home/apt,2.0,1,12.472,41.894,rome,178.6173520678933,1.653876041967868,16.276067426240747,44.82649674246533,False,1,10.0,92.0,2.623809113927454,53.11,46.89,12.472_41.894,7,1
Entire home/apt,2.0,1,12.472,41.894,rome,320.5293058705258,1.653886843406264,16.274587792541347,44.84119869256633,False,0,10.0,97.0,2.6238409317368396,53.11,46.89,12.472_41.894,7,2
Entire home/apt,3.0,1,12.472,41.894,rome,182.1242372524723,1.6538658398653296,16.27444787584191,44.84213089381038,False,1,9.0,90.0,2.6238174545129644,53.11,46.89,12.472_41.894,7,3
Entire home/apt,4.0,1,12.472,41.894,rome,364.01468215930606,1.6538897658349223,16.276443816421697,44.82587890466706,True,1,10.0,95.0,2.6238680856458947,53.11,46.89,12.472_41.894,7,4
Entire home/apt,4.0,1,12.472,41.894,rome,300.3647160591962,1.6538892788144612,16.276124007409027,44.825910859489035,False,0,10.0,100.0,2.6238403267681525,53.11,46.89,12.472_41.894,7,5
Entire home/apt,5.0,2,12.472,41.894,rome,212.0496574942136,1.6538982665139887,16.274010240958148,44.84071417730997,False,1,9.0,92.0,2.623833635142577,53.11,46.89,12.472_41.894,7,6
